"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Javier Ferreiro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".261",".305",".566",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa824822"
"Chandler Taylor","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".247",".292",".538",".236","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006654"
"Julian Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".245",".279",".524",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa546293"
"Gersel Pitre","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".222",".254",".476",".207","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828176"
"Dillon Paulson","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".258",".307",".564",".246","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007007"
"Oluwademilade Orimoloye","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".246",".313",".559",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875027"
"Jovan Rosa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".266",".329",".595",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa328155"
"Galli Cribbs Jr.","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".251",".258",".509",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa708444"
"Bruce Yari","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".279",".301",".580",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918522"
"Alan Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".261",".308",".570",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa545731"
"John Conley","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".226",".255",".481",".212","","25","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006857"
"Andy Weber","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".240",".266",".506",".221","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008282"
"Joshua Palacios","TOR","11","46","41","10","2","0","1","5","5","4","11","0","1","0","",".241",".309",".358",".667",".289","","78","0.0","0.0","","-1.3","-0.4","0.0","","999.0","19818"
"Giovanni Brusa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".259",".336",".595",".256","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659068"
"Zachery Almond","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".222",".249",".471",".207","","22","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005104"
"Rafael Lantigua","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".239",".271",".510",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003219"
"Wagner Lagrange","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".255",".302",".557",".242","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875875"
"Dallas Carroll","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".249",".277",".526",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa913370"
"Zachary Rutherford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".249",".263",".512",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915797"
"Cooper Johnson","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".220",".245",".465",".206","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010584"
"Malvin Matos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".242",".285",".527",".231","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa878742"
"Zachary Gahagan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".238",".281",".519",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008001"
"Michael Bernal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".246",".268",".514",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918667"
"Jose Gutierrez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".238",".291",".530",".229","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917301"
"Ryan Ripken","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".258",".331",".588",".252","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658502"
"Reece Hampton","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".258",".304",".562",".244","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007055"
"Luken Baker","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".265",".320",".585",".254","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008267"
"Sergio Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".264",".307",".570",".246","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa508059"
"Ryan Goins","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".290",".335",".625",".271","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","9807"
"Ronny Mauricio","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".230",".262",".492",".214","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006887"
"Daniel Amaral","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".263",".303",".566",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006712"
"Brandon Montgomery","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".238",".283",".521",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918622"
"Matthew Vierling","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".258",".318",".576",".249","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006781"
"Christopher Torres","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".239",".234",".473",".213","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa872538"
"Grant Kay","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".266",".321",".587",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829446"
"Jair Camargo","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".215",".252",".467",".204","","19","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917333"
"Gift Ngoepe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".257",".273",".529",".235","","41","0.0","0.0","","-0.1","0.0","0.0","","999.0","10340"
"Garrett Whitley","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".251",".278",".529",".235","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa874244"
"Aldemar Burgos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".234",".289",".522",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875196"
"Jesus Vega","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".218",".257",".475",".208","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa199032"
"Mitch Reeves","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".272",".313",".585",".255","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004137"
"Terrance Gore","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".274",".278",".553",".246","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","13658"
"Casey Gillaspie","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".264",".323",".587",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827177"
"Norberto Obeso","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".267",".288",".555",".244","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa852308"
"Trenton Kemp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".247",".318",".565",".244","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829348"
"Kevin Josephina","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".254",".275",".529",".232","","37","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa830120"
"Orlando Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".248",".260",".508",".226","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa915658"
"Livan Soto","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".184",".234",".242",".476",".211","","26","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004264"
"Gustavo Polanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".220",".264",".483",".210","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871442"
"Alexander McKenna","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".227",".267",".494",".216","","32","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008003"
"Jonah Davis","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".231",".296",".527",".228","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007501"
"Jack Larsen","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".251",".281",".532",".235","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004840"
"Dillon Dobson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".259",".331",".590",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875376"
"Manny Rodriguez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".234",".245",".479",".213","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006678"
"Craig Dedelow","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".238",".320",".558",".238","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918840"
"Francisco Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".234",".282",".516",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa977120"
"Yainer Diaz","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".216",".260",".476",".206","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003386"
"Juan Camacho","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".203",".251",".454",".196","","18","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877333"
"Hector Hernandez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".252",".266",".518",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa509125"
"Casey Golden","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".266",".364",".630",".268","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873997"
"John Heyer","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".227",".287",".514",".223","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007042"
"Juan Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".242",".276",".517",".226","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502541"
"Matthew McPhearson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".246",".262",".508",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737783"
"Nathan Eaton","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".240",".272",".512",".224","","31","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007074"
"Daniel Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".252",".312",".564",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736876"
"Israel Pineda","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".225",".262",".487",".213","","24","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004385"
"Brayan Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".241",".273",".514",".225","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918374"
"Wander Franco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".231",".288",".518",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828125"
"Jonathan Muno","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".250",".291",".541",".237","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004176"
"Marco Chicuate","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".217",".249",".466",".205","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa653586"
"Alvaro Rubalcaba","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".239",".242",".481",".215","","27","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007882"
"Steven Sensley","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".250",".333",".583",".250","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738492"
"Andres Luna","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".230",".289",".519",".224","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828379"
"Kelvin Melean","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".244",".267",".512",".224","","36","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917141"
"Devlin Granberg","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".270",".320",".590",".256","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006671"
"Michael Hickman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".216",".251",".467",".205","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa876234"
"Jameson Hannah","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".284",".337",".621",".268","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007046"
"Delvin Zinn","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".248",".272",".520",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875884"
"Edmund Burdick","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".246",".305",".551",".239","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009876"
"Lazaro Armenteros","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".248",".279",".527",".232","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa969091"
"Shea Langeliers","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".226",".257",".483",".212","","23","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010329"
"Ernesto Lopez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".226",".232",".458",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa694185"
"Jhonny Santos","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".255",".300",".555",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828314"
"Riley Greene","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".229",".285",".514",".223","","31","0.0","0.0","","-0.1","0.0","0.0","","600.4","sa3010694"
"Saige Jenco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".267",".277",".544",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873629"
"Ethan Skender","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".232",".283",".516",".224","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010268"
"Clifton Kennedy","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".243",".286",".529",".230","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004617"
"Zachary Soria","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".217",".244",".461",".204","","20","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004373"
"Eric Cole","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".256",".297",".553",".241","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008268"
"Zachary Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".185",".232",".293",".525",".227","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010391"
"Trey Cabbage","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".243",".317",".560",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875022"
"Sergio Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".230",".292",".522",".225","","34","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa505255"
"Kameron Misner","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".234",".266",".500",".220","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011656"
"John Sansone","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".233",".278",".511",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa659304"
"Alfredo Angarita","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".249",".253",".502",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917326"
"Ripken Reyes","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".240",".270",".510",".223","","35","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010159"
"Tyler Durna","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".267",".322",".589",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007879"
"David Banuelos","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".211",".249",".460",".201","","17","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004056"
"Blake Swihart","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".260",".312",".573",".250","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","13176"
"Gilberto Jimenez","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".237",".285",".522",".226","","30","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005507"
"Robert Fennell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".256",".299",".555",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007100"
"Joseph Pena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".252",".246",".497",".223","","33","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007087"
